Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
ChatGPT-o3,10,ChatGPT-o3_run10.json,Product,publishListing,+ publishListing (),False,,,Update product listing,0.4045472741127014
ChatGPT-o3,10,ChatGPT-o3_run10.json,Product,validateListing,+ validateListing () : ValidationResult,False,,,Validate listing updates,0.726945698261261
ChatGPT-o3,10,ChatGPT-o3_run10.json,Product,validateUpdate,+ validateUpdate (update : Map) : ValidationResult,False,,,Validate provider updates,0.6721829771995544
ChatGPT-o3,10,ChatGPT-o3_run10.json,RoleManager,assignRole,"+ assignRole (account : UserAccount, newRole : UserRole)",False,,,Assign role,0.7166317701339722
ChatGPT-o3,10,ChatGPT-o3_run10.json,RoleManager,authorize,+ authorize (account : UserAccount),False,,,Grant role access,0.42576736211776733
ChatGPT-o3,10,ChatGPT-o3_run10.json,RoleManager,validateRoleTransition,"+ validateRoleTransition (account : UserAccount, newRole : UserRole) : ValidationResult",False,,,Validate role transition,0.8487551212310791
ChatGPT-o3,10,ChatGPT-o3_run10.json,SearchFilter,search,+ search () : Product[],False,,,Check logistics feasibility,0.17108309268951416
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,approveProfile,+ approveProfile (),False,,,Approve service provider profile,0.6715681552886963
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,checkCapacity,+ checkCapacity (req : CollectionRequest) : Boolean,False,,,Check provider capacity for collection,0.5497734546661377
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,checkTransportFeasibility,+ checkTransportFeasibility (req : TransportRequest) : Boolean,False,,,Check logistics feasibility,0.5275019407272339
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,deactivateProfile,+ deactivateProfile (reason : String),False,,,Deactivate service provider profile,0.6942125558853149
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,dispatchTeam,+ dispatchTeam (req : CollectionRequest),False,,,Dispatch collection team,0.6290073394775391
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,performTransport,+ performTransport (req : TransportRequest),False,,,Perform transport pickup,0.6402517557144165
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,receiveRequest,+ receiveRequest (request : ServiceRequest),False,,,Receive service request,0.6264740228652954
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,updateProfile,+ updateProfile (details : Map),False,,,Update user profile,0.759865403175354
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceProvider,validateProfileUpdate,+ validateProfileUpdate (details : Map) : ValidationResult,False,,,Validate profile updated data,0.8258882761001587
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),False,,,Notify provider of status change,0.5041215419769287
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceRequest,cancelRequest,"+ cancelRequest (cancelledBy : UserProfile, date : Date)",False,,,Confirm cancellation (notification),0.640204131603241
ChatGPT-o3,10,ChatGPT-o3_run10.json,ServiceRequest,submit,+ submit (requester : UserProfile),False,,,Submit service request,0.3950634300708771
ChatGPT-o3,10,ChatGPT-o3_run10.json,TransportRequest,accept,"+ accept (byProvider : ServiceProvider, scheduled : TimeRange, route : RoutePlan)",False,,,Accept transport request,0.5142236948013306
ChatGPT-o3,10,ChatGPT-o3_run10.json,TransportRequest,markCompleted,+ markCompleted (),False,,,Update request status to completed,0.47383636236190796
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserAccount,activateAccount,+ activateAccount (),False,,,Activate account,0.7768272161483765
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserAccount,createAccount,"+ createAccount (profile : UserProfile, creds : UserCredentials) : UserAccount",False,,,Create an unverified user account,0.5838928818702698
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserAccount,deactivate,+ deactivate (reason : String),False,,,Deactivate account,0.5821720957756042
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserCredentials,authenticate,+ authenticate (rawPassword : String) : Boolean,False,,,Validate credentials,0.49192678928375244
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,False,,,Generate and store password reset token,0.9069103598594666
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserCredentials,recordLogin,+ recordLogin (),False,,,Record login timestamp,0.6387457251548767
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserCredentials,updatePassword,+ updatePassword (newPassword : String),False,,,Update password using reset token,0.6247572898864746
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserCredentials,validateCredentials,+ validateCredentials () : ValidationResult,False,,,Validate credentials,0.7220321893692017
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserProfile,applyUpdate,+ applyUpdate (updatedData : Map),False,,,Update service provider details,0.46151283383369446
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserProfile,validateForUpdate,+ validateForUpdate (updatedData : Map) : ValidationResult,False,,,Validate provider updates,0.661928117275238
ChatGPT-o3,10,ChatGPT-o3_run10.json,UserProfile,verifyEmail,+ verifyEmail (verificationDate : Date),False,,,Verify email,0.7447591423988342
ChatGPT-o3,10,ChatGPT-o3_run10.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : Stage,False,,,Get service request status,0.5989131927490234
ChatGPT-o3,2,ChatGPT-o3_run2.json,CollectionPoint,updateDetails,+ updateDetails (details : Map) : ValidationResult,False,,,Update service provider details,0.37607622146606445
ChatGPT-o3,2,ChatGPT-o3_run2.json,CollectionPoint,validateOperatingHours,+ validateOperatingHours () : ValidationResult,False,,,Validate operating hours,0.806887149810791
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),False,,,Send account deactivation confirmation email,0.7377350926399231
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendPasswordReset,"+ sendPasswordReset (user : UserProfile, token : String)",False,,,Send password reset link email,0.7781534194946289
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendPasswordResetConfirm,+ sendPasswordResetConfirm (user : UserProfile),False,,,Send password reset link email,0.7653127908706665
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendRegistrationSuccess,+ sendRegistrationSuccess (user : UserProfile),False,,,Confirm successful registration,0.7300087213516235
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",False,,,Accept transport request,0.490989625453949
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendTransportAccepted,"+ sendTransportAccepted (user : UserProfile, request : ServiceRequest)",False,,,Accept transport request,0.6491302847862244
ChatGPT-o3,2,ChatGPT-o3_run2.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),False,,,Send verification email,0.7248157858848572
ChatGPT-o3,2,ChatGPT-o3_run2.json,Product,publish,+ publish (),False,,,Submit service request,0.24882252514362335
ChatGPT-o3,2,ChatGPT-o3_run2.json,Product,updateDetails,+ updateDetails (details : Map) : ValidationResult,False,,,Update service provider details,0.37607622146606445
ChatGPT-o3,2,ChatGPT-o3_run2.json,Product,validateListing,+ validateListing () : ValidationResult,False,,,Validate listing updates,0.726945698261261
ChatGPT-o3,2,ChatGPT-o3_run2.json,RoleManager,assignRole,"+ assignRole (userAccount : UserAccount, newRole : UserRole)",False,,,Assign role,0.7166317701339722
ChatGPT-o3,2,ChatGPT-o3_run2.json,RoleManager,validateRoleTransition,"+ validateRoleTransition (currentRole : UserRole, newRole : UserRole) : ValidationResult",False,,,Validate role transition,0.8487551212310791
ChatGPT-o3,2,ChatGPT-o3_run2.json,SearchFilter,filter,+ filter (products : Product[]) : Product[],False,,,Check provider capacity for collection,0.1431034952402115
ChatGPT-o3,2,ChatGPT-o3_run2.json,ServiceProvider,checkAvailability,+ checkAvailability (request : CollectionRequest) : Boolean,False,,,Check provider availability for collection,0.5726287961006165
ChatGPT-o3,2,ChatGPT-o3_run2.json,ServiceProvider,checkVehicleAvailability,+ checkVehicleAvailability (request : TransportRequest) : Boolean,False,,,Check vehicle availability,0.723067045211792
ChatGPT-o3,2,ChatGPT-o3_run2.json,ServiceProvider,updateProfile,+ updateProfile (updates : Map) : ValidationResult,False,,,Update user profile,0.759865403175354
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserCredentials,updatePassword,+ updatePassword (newPassword : String) : ValidationResult,False,,,Update password using reset token,0.6247572898864746
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserCredentials,validateCredentials,+ validateCredentials (password : String) : ValidationResult,False,,,Validate credentials,0.7220321893692017
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,False,,,Validate password strength,0.8352875113487244
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserProfile,applyUpdates,+ applyUpdates (updatedData : Map) : ValidationResult,False,,,Update service provider details,0.4451420307159424
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,False,,,Validate email format,0.8446609973907471
ChatGPT-o3,2,ChatGPT-o3_run2.json,UserProfile,verifyEmail,+ verifyEmail (token : String) : Boolean,False,,,Verify email,0.7447591423988342
ChatGPT-o3,2,ChatGPT-o3_run2.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,False,,,Get service request status,0.5989131927490234
ChatGPT-o3,3,ChatGPT-o3_run3.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, address : Address, hours : OpeningHours[])",True,20,update point,Edit location,0.5037251710891724
ChatGPT-o3,3,ChatGPT-o3_run3.json,CollectionPoint,validateDetails,+ validateDetails () : ValidationResult,True,20,validate point,Validate location details,0.633012056350708
ChatGPT-o3,3,ChatGPT-o3_run3.json,CollectionRequest,accept,"+ accept (provider : ServiceProvider, scheduledTime : TimeRange)",True,8,accept collection,Accept collection request,0.7864043116569519
ChatGPT-o3,3,ChatGPT-o3_run3.json,CollectionRequest,decline,"+ decline (provider : ServiceProvider, reason : String)",True,8,decline collection,Accept collection request,0.5290145874023438
ChatGPT-o3,3,ChatGPT-o3_run3.json,CollectionRequest,markCollected,+ markCollected (date : Date),True,8,mark collected,Update request status to collected,0.526426374912262
ChatGPT-o3,3,ChatGPT-o3_run3.json,NotificationService,sendPasswordReset,"+ sendPasswordReset (user : UserProfile, link : String)",True,3,send reset link,Send password reset link email,0.823675274848938
ChatGPT-o3,3,ChatGPT-o3_run3.json,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (user : UserProfile),True,3,confirm reset,Send password reset link email,0.7690384387969971
ChatGPT-o3,3,ChatGPT-o3_run3.json,NotificationService,sendRegistrationSuccess,+ sendRegistrationSuccess (user : UserProfile),True,1,send success confirmation,Confirm successful registration,0.7522740364074707
ChatGPT-o3,3,ChatGPT-o3_run3.json,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",True,8,notify acceptance,Notify user of request acceptance,0.7327708005905151
ChatGPT-o3,3,ChatGPT-o3_run3.json,NotificationService,sendVerificationEmail,"+ sendVerificationEmail (user : UserProfile, link : String)",True,1,send verification,Send verification email,0.7384268045425415
ChatGPT-o3,3,ChatGPT-o3_run3.json,Product,publishListing,+ publishListing (date : Date),True,5,publish listing,Update product listing,0.3986586928367615
ChatGPT-o3,3,ChatGPT-o3_run3.json,Product,updateDetails,"+ updateDetails (name : String, category : ProductCategory, inventory : Integer, description : String)",True,13,update listing,Update product listing,0.7031606435775757
ChatGPT-o3,3,ChatGPT-o3_run3.json,Product,validateListingData,+ validateListingData () : ValidationResult,True,5,validate listing,Validate listing updates,0.8057021498680115
ChatGPT-o3,3,ChatGPT-o3_run3.json,RoleManager,approveServiceProvider,+ approveServiceProvider (provider : ServiceProvider),True,18,approve provider,Approve service provider profile,0.7075007557868958
ChatGPT-o3,3,ChatGPT-o3_run3.json,RoleManager,assignRole,"+ assignRole (user : UserAccount, newRole : UserRole) : ValidationResult",True,21,assign/update role,Assign role,0.7676178812980652
ChatGPT-o3,3,ChatGPT-o3_run3.json,RoleManager,deactivateServiceProvider,"+ deactivateServiceProvider (provider : ServiceProvider, reason : String)",True,18,deactivate provider,Deactivate service provider profile,0.7335474491119385
ChatGPT-o3,3,ChatGPT-o3_run3.json,SearchFilter,apply,+ apply (products : Product[]) : Product[],True,14,filter products,List product,0.2383735030889511
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceProvider,updateDetails,"+ updateDetails (companyName : String, profile : UserProfile)",True,19,update provider profile,Update service provider details,0.7784495949745178
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),True,7,assign provider,Update service provider details,0.4941011667251587
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceRequest,cancel,"+ cancel (cancelledBy : UserProfile, date : Date)",True,12,cancel request,Confirm cancellation (notification),0.7073354125022888
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceRequest,initializeRequest,"+ initializeRequest (requester : UserProfile, type : RequestType, requestedDate : Date, quantity : Integer, categories : ProductCategory[])",True,6,create request,Submit service request,0.5257101058959961
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceRequest,schedule,+ schedule (scheduledTime : TimeRange),True,8,schedule request,Schedule collection service,0.5901931524276733
ChatGPT-o3,3,ChatGPT-o3_run3.json,ServiceRequest,validateRequestDetails,+ validateRequestDetails () : ValidationResult,True,6,validate details,Validate location details,0.5598808526992798
ChatGPT-o3,3,ChatGPT-o3_run3.json,TransportRequest,accept,"+ accept (provider : ServiceProvider, scheduledTime : TimeRange, plan : RoutePlan)",True,9,accept transport,Accept transport request,0.7097158432006836
ChatGPT-o3,3,ChatGPT-o3_run3.json,TransportRequest,decline,"+ decline (provider : ServiceProvider, reason : String)",True,9,decline transport,Perform transport pickup,0.40117526054382324
ChatGPT-o3,3,ChatGPT-o3_run3.json,TransportRequest,markCompleted,+ markCompleted (date : Date),True,9,mark completed,Update request status to completed,0.5525778532028198
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (expiration : Duration),True,3,generate reset token,Generate and store password reset token,0.9259995818138123
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,incrementFailedLoginAttempts,+ incrementFailedLoginAttempts (),True,2,increment failed attempts,Record login timestamp,0.3998282551765442
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,isResetTokenValid,+ isResetTokenValid (token : String) : Boolean,True,3,validate reset token,Generate and store password reset token,0.6610902547836304
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,recordLogin,+ recordLogin (date : Date),True,2,record login timestamp,Record login timestamp,0.8733658194541931
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,resetFailedLoginAttempts,+ resetFailedLoginAttempts (),True,2,reset failed attempts,Generate and store password reset token,0.4570695161819458
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String)",True,3,reset password,Send password reset link email,0.5893353223800659
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,validateEmailFormat,+ validateEmailFormat (email : String) : ValidationResult,True,1,validate email format,Validate email format,0.8701984286308289
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,True,1,validate password strength,Validate password strength,0.8686991930007935
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserCredentials,verifyPassword,+ verifyPassword (rawPassword : String) : Boolean,True,2,validate credentials,Validate credentials,0.7615898847579956
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserProfile,markEmailVerified,+ markEmailVerified (date : Date),True,1,mark email verified,Verify email,0.6479088664054871
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserProfile,updateProfileData,+ updateProfileData (data : UserProfile),True,4,update profile,Update user profile,0.8666136860847473
ChatGPT-o3,3,ChatGPT-o3_run3.json,UserProfile,validateProfileData,+ validateProfileData () : ValidationResult,True,4,validate profile data,Validate profile updated data,0.7930096387863159
ChatGPT-o3,3,ChatGPT-o3_run3.json,WasteJourney,addStage,"+ addStage (stage : Stage, location : Address)",True,10,add stage,Edit location,0.20525220036506653
ChatGPT-o3,3,ChatGPT-o3_run3.json,WasteJourney,getCurrentLocation,+ getCurrentLocation () : Address,True,10,get location,Get location details,0.6948138475418091
ChatGPT-o3,3,ChatGPT-o3_run3.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,get status,Get service request status,0.6548804044723511
ChatGPT-o3,4,ChatGPT-o3_run4.json,CollectionPoint,deactivate,+ deactivate (),True,20,deactivate point,Deactivate account,0.5101304650306702
ChatGPT-o3,4,ChatGPT-o3_run4.json,CollectionPoint,updateDetails,+ updateDetails (details : Map) : ValidationResult,True,20,update point details,Edit location,0.5335957407951355
ChatGPT-o3,4,ChatGPT-o3_run4.json,CollectionRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, schedule : TimeRange)",True,8,accept collection request,Accept collection request,0.8707907199859619
ChatGPT-o3,4,ChatGPT-o3_run4.json,CollectionRequest,markCollected,+ markCollected (),True,8,mark request collected,Update request status to collected,0.656959056854248
ChatGPT-o3,4,ChatGPT-o3_run4.json,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),True,15,notify account deactivation,Send account deactivation confirmation email,0.7558773756027222
ChatGPT-o3,4,ChatGPT-o3_run4.json,NotificationService,sendEmailVerification,"+ sendEmailVerification (user : UserProfile, verificationLink : String)",True,1,send email verification,Send verification email,0.7282300591468811
ChatGPT-o3,4,ChatGPT-o3_run4.json,NotificationService,sendPasswordReset,"+ sendPasswordReset (user : UserProfile, resetLink : String)",True,3,send password reset link,Send password reset link email,0.8323066234588623
ChatGPT-o3,4,ChatGPT-o3_run4.json,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (user : UserProfile),True,3,send password reset confirmation,Notify user of password reset confirmation,0.8107843399047852
ChatGPT-o3,4,ChatGPT-o3_run4.json,RoleManager,assignRole,"+ assignRole (user : UserAccount, newRole : UserRole) : ValidationResult",True,21,assign or change user role,Assign role,0.7877697944641113
ChatGPT-o3,4,ChatGPT-o3_run4.json,SearchFilter,filterProducts,+ filterProducts (allProducts : Product) : Product,True,14,apply search criteria,List product,0.23132678866386414
ChatGPT-o3,4,ChatGPT-o3_run4.json,ServiceProvider,approve,+ approve (),True,18,approve provider profile,Approve service provider profile,0.8085188269615173
ChatGPT-o3,4,ChatGPT-o3_run4.json,ServiceProvider,deactivate,+ deactivate (reason : String),True,18,deactivate provider,Deactivate service provider profile,0.7103581428527832
ChatGPT-o3,4,ChatGPT-o3_run4.json,ServiceProvider,updateProfile,+ updateProfile (updatedProfile : UserProfile) : ValidationResult,True,19,update provider profile,Update service provider profile by admin,0.7649654150009155
ChatGPT-o3,4,ChatGPT-o3_run4.json,ServiceRequest,cancel,"+ cancel (cancelledBy : UserProfile, reason : String)",True,12,cancel request,Confirm cancellation (notification),0.7073354125022888
ChatGPT-o3,4,ChatGPT-o3_run4.json,ServiceRequest,submitRequest,+ submitRequest () : ValidationResult,True,6,create & submit request (status=PENDING),Submit service request,0.5553957223892212
ChatGPT-o3,4,ChatGPT-o3_run4.json,TransportRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, schedule : TimeRange, routePlan : RoutePlan)",True,9,accept transport request,Accept transport request,0.8387951850891113
ChatGPT-o3,4,ChatGPT-o3_run4.json,TransportRequest,markCompleted,+ markCompleted (),True,9,mark request completed,Update request status to completed,0.7307721972465515
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserCredentials,authenticate,+ authenticate (inputPassword : String) : Boolean,True,2,validate credentials,Validate credentials,0.7206100225448608
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserCredentials,initiatePasswordReset,+ initiatePasswordReset () : String,True,3,generate reset token,Generate and store password reset token,0.8674954175949097
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",True,3,reset password,Send password reset link email,0.5893353223800659
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,True,1,validate password strength,Validate password strength,0.8686991930007935
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserProfile,confirmEmailVerification,+ confirmEmailVerification (),True,1,mark email as verified,Confirm successful registration,0.6880552768707275
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserProfile,updateProfile,+ updateProfile (updatedData : Map) : ValidationResult,True,4,update profile details,Update user profile,0.7872618436813354
ChatGPT-o3,4,ChatGPT-o3_run4.json,UserProfile,validateEmail,+ validateEmail () : ValidationResult,True,1,validate email format,Validate email format,0.8703345656394958
ChatGPT-o3,4,ChatGPT-o3_run4.json,WasteJourney,getTrackingInfo,+ getTrackingInfo () : TrackingStatus,True,10,retrieve current tracking status,Get waste journey status,0.7189598083496094
ChatGPT-o3,5,ChatGPT-o3_run5.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, operatingHours : OpeningHours[])",True,20,update collection point details,Create collection point,0.6732974052429199
ChatGPT-o3,5,ChatGPT-o3_run5.json,CollectionPoint,validateDetails,+ validateDetails () : ValidationResult,True,20,validate collection point details,Validate location details,0.6111888885498047
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),True,15,send account deactivation confirmation,Send account deactivation confirmation email,0.8234444856643677
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendPasswordReset,+ sendPasswordReset (user : UserProfile),True,3,send password reset link,Send password reset link email,0.8323066234588623
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (user : UserProfile),True,3,send password reset confirmation,Notify user of password reset confirmation,0.8107843399047852
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendRegistrationSuccess,+ sendRegistrationSuccess (user : UserProfile),True,1,send registration success confirmation,Confirm successful registration,0.7711354494094849
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",True,8,notify request acceptance,Notify user of request acceptance,0.7610512375831604
ChatGPT-o3,5,ChatGPT-o3_run5.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),True,1,send verification email,Send verification email,0.733899712562561
ChatGPT-o3,5,ChatGPT-o3_run5.json,Product,publish,+ publish (),True,5,publish product listing,List product,0.5121508240699768
ChatGPT-o3,5,ChatGPT-o3_run5.json,Product,updateDetails,"+ updateDetails (name : String, description : String, category : ProductCategory, inventory : Integer)",True,13,update product listing,Update product listing,0.8207425475120544
ChatGPT-o3,5,ChatGPT-o3_run5.json,Product,validateListingDetails,+ validateListingDetails () : ValidationResult,True,5,validate listing details,Validate product listing details,0.7923089265823364
ChatGPT-o3,5,ChatGPT-o3_run5.json,RoleManager,assignRole,"+ assignRole (user : UserAccount, newRole : UserRole)",True,21,update user role,Assign role,0.7955430150032043
ChatGPT-o3,5,ChatGPT-o3_run5.json,RoleManager,grantAccess,+ grantAccess (user : UserAccount),True,2,grant access based on role,Grant role access,0.7489327192306519
ChatGPT-o3,5,ChatGPT-o3_run5.json,SearchFilter,filter,+ filter (products : Product[]) : Product[],True,14,filter products by criteria,List product,0.2833942770957947
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceProvider,activate,+ activate (),True,18,approve and activate service provider,Approve service provider profile,0.6693472266197205
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceProvider,canHandle,"+ canHandle (request : ServiceRequest, scheduledTime : TimeRange) : Boolean",True,8,check availability for request,Check provider availability for collection,0.5583237409591675
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceProvider,deactivate,+ deactivate (reason : String),True,18,deactivate service provider profile,Deactivate service provider profile,0.8690493702888489
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceProvider,updateDetails,"+ updateDetails (companyName : String, profile : UserProfile)",True,19,update service provider profile details,Update service provider details,0.854250967502594
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,accept,"+ accept (provider : ServiceProvider, scheduledTime : TimeRange)",True,8,accept request and schedule,Notify user of request acceptance,0.6211239099502563
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,cancel,"+ cancel (by : UserProfile, cancellationDate : Date)",True,12,cancel service request,Cancel service request,0.7849632501602173
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,complete,+ complete (),True,8,mark request as completed,Update request status to completed,0.8060910701751709
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,getStatus,+ getStatus () : RequestStatus,True,11,retrieve current request status,Get service request status,0.8137645721435547
ChatGPT-o3,5,ChatGPT-o3_run5.json,ServiceRequest,submit,+ submit (requester : UserProfile),True,6,submit service request,Submit service request,0.8549594879150391
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,deactivate user account,Deactivate account,0.8172471523284912
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,recordLogin,+ recordLogin (loginDate : Date),True,2,record login timestamp,Record login timestamp,0.8733658194541931
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,register,"+ register (profile : UserProfile, credentials : UserCredentials)",True,1,create account with unverified email,Create an unverified user account,0.764089822769165
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserAccount,validateCredentials,"+ validateCredentials (inputEmail : String, inputPassword : String) : Boolean",True,2,validate credentials,Validate credentials,0.7105473875999451
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (expiration : Date),True,3,generate password reset token,Generate and store password reset token,0.9209668636322021
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String),True,3,update password,Update password using reset token,0.670684814453125
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,True,1,validate password strength,Validate password strength,0.8686991930007935
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,markEmailVerified,+ markEmailVerified (verificationDate : Date),True,1,mark email as verified,Verify email,0.6474682092666626
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,updateDetails,"+ updateDetails (name : String, phone : String, address : Address)",True,4,update profile details,Update user profile,0.7555148005485535
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,validateEmail,+ validateEmail () : ValidationResult,True,1,validate email format,Validate email format,0.8703345656394958
ChatGPT-o3,5,ChatGPT-o3_run5.json,UserProfile,validateProfileDetails,+ validateProfileDetails () : ValidationResult,True,4,validate updated profile data,Validate profile updated data,0.8672469258308411
ChatGPT-o3,5,ChatGPT-o3_run5.json,WasteJourney,getCurrentLocation,+ getCurrentLocation () : Address,True,10,retrieve current location,Get location details,0.6764373779296875
ChatGPT-o3,5,ChatGPT-o3_run5.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,retrieve current journey status,Get waste journey status,0.7849757671356201
ChatGPT-o3,6,ChatGPT-o3_run6.json,CollectionPoint,saveChanges,+ saveChanges (),True,20,persist location changes,Edit location,0.5151337385177612
